评分,评论内容,评论时间,点评总数,上传图片
4.5,没早餐，可以拼床，就是晚上到酒店住1楼。有些压抑。这点让我恼火，我家4个人，其中2个小孩子。,发表于2019-08-13,10.0,6.0
5.0,小倩和可可服务很好哦 入住满意,发表于2020-04-15,2.0,
5.0,酒店很新、很好，装修挺时尚，行李管家很方便，葵花和竹林的服务很周到。,发表于2019-10-18,1.0,
4.8,没有吃早餐，看着挺干净卫生的。这里的服务态度很好，也很热情。,发表于2019-11-07,19.0,3.0
5.0,前台小刘小艺竹林服务不错，酒店干净卫生早餐好吃,发表于2019-12-15,1.0,
5.0,酒店还可以，第一天下水道有点味道，店家处理及时，推荐,发表于2019-12-12,25.0,4.0
5.0,"超喜欢  很舒服的一家住宿   出行方便，服务也超级好，没话说啦
特别点赞太阳，小刘，欢欢，葵花",发表于2019-08-20,1.0,
4.8,酒店服务非常好，特别是前台的两位小妹，房间干净整洁，地理位置优越，靠近地铁站,发表于2019-08-26,9.0,
5.0,前台服务可可和欣欣很热情 很可爱的小妹妹,发表于2020-03-28,1.0,
5.0,性价比超高，服务超级用心，特别是葵花和竹林，有机会下次还是会选择这里,发表于2019-09-25,10.0,
5.0,酒店环境设施非常好，服务质量很高，性价比超高，适合旅行出游,发表于2019-10-30,3.0,
5.0,酒店环境不错，很干净，小汐和葵花的服务很贴心哦！酒店环境不错，也很安静，小汐和葵花的服务很贴心哦！！,发表于2019-11-21,21.0,
5.0,前台的小汐、葵花服务很好，房间干净，晚上睡觉很安静，很满意�,发表于2019-11-17,72.0,51.0
5.0,小刘服务态度很棒，人也很好，给人一种很舒服的感觉，赞！赞！赞！,发表于2020-01-06,2.0,
5.0,酒店环境好，服务员工作热情。行李管家很方便。,发表于2020-01-04,1.0,
5.0,酒店很不错，服务很好，特别是小刘跟西西非常感谢！,发表于2020-01-04,1.0,
5.0,西西服务很好，谢谢，如果有露天可以看夜景就更好啦,发表于2020-01-03,1.0,
5.0,酒店很好找到，靠近江边。前台服务态度很好。客房装修精致。采光很好，物品摆放整齐，洗漱用品齐全，住的舒心。,发表于2019-07-03,59.0,2.0
5.0,满意；位置好找，交通方便，熱水供應充足，住得很不錯的，房間也很溫馨舒適，下次會推薦給大家。      .,发表于2019-07-15,2487.0,184.0
5.0,环境不错，真心推荐，房间宽敞明亮，设计的温馨典雅。干干净净哒！非常舒服，就像是在家里一样，真的太棒啦！,发表于2019-07-01,263.0,25.0
5.0,非常好！特别好！这个酒店在重庆真得物有所值！,发表于2020-01-20,2.0,
5.0,酒店很干净，也很宽敞，卫生设施用的都是American standard，甚至这个价位的酒店还有电马桶圈。位置还不错，离轻轨站很近。,发表于2019-07-19,3.0,
5.0,酒店设施齐全 服务很好 房间装饰风格很喜欢 叶子服务很好,发表于2019-12-18,4.0,
5.0,酒店环境很好，出行很方便，前台丽丽,发表于2020-04-12,1.0,
5.0,早餐一般，离洪崖洞有点远。房间比较有特色，干净卫生！,发表于2019-12-07,6.0,
5.0,真的特别好，服务好，房间舒适，位置也不错，体验感满分�，来重庆定这里没错的,发表于2019-09-25,3.0,
5.0,非常适合带孩子去住，干净卫生，靠近地铁，到解放碑、洪崖洞、李子坝等网红景点非常。,发表于2019-08-25,6.0,
5.0,卫生好。特别是智能马桶，细节决定成败。各方面都好，就是江景差些,发表于2019-10-21,13.0,
5.0,服务非常好，房间干净卫生，小刘、小夕同学服务特别好，下次来还住这里,发表于2019-10-21,7.0,
5.0,非常好，房间很新，服务态度尤其非常好，点名葵花和高原，下次再来住,发表于2019-10-16,4.0,1.0
5.0,非常干净，房间设施挺好，服务暖心，如果标配早餐就更完美了。,发表于2019-10-15,15.0,1.0
5.0,酒店的位置不错哦，高原，小刘，小汐，太阳，服务不错，房间干净，很好,发表于2019-11-12,3.0,
5.0,酒店很干净，装修ins风，附近交通便利，靠近大溪沟站，离解放碑很近，台前服务态度很好。,发表于2019-08-29,1.0,
5.0,酒店很好！住起来有家的感觉！还有老板服务态度很好！性价比很高！房间打扫干净！宽敞明亮！让我很舒服棒棒的！,发表于2019-07-02,130.0,16.0
5.0,酒店非常好，前台小姐姐高原和可可态度超棒！,发表于2020-01-24,2.0,
5.0,高原叶子很热情哦，附近交通便利会再来,发表于2020-01-21,2.0,
5.0,新建的酒店，环境很小资，服务特别好！交通也比较方便，五星点赞！,发表于2019-10-06,1.0,
5.0,感谢 可可 小刘 小倩的服务 很贴心,发表于2020-04-25,2.0,1.0
5.0,很新的一家酒店，入住体验非常好！ 装修很好，风格个人很喜欢！ 房间配置也很高！,发表于2019-09-22,27.0,2.0
5.0,酒店干净卫生，前台小刘服务非常好，早餐特别丰富好吃,发表于2019-11-13,6.0,4.0
5.0,非常好 很满意 设施服务都值得表扬 行李代送机场服务很方便,发表于2019-11-04,30.0,23.0
5.0,周边环境比较安静，交通便利，服务到位，下次还在这里住,发表于2019-10-30,2.0,
5.0,服务没得说，都是美女帅哥，早餐也好吃，也不贵。交通也便利，离解放碑，洪崖洞也近。,发表于2019-08-22,3.0,
5.0,房间的整体风格很有质感，文艺小清新，布局大气，房间干净整洁，地处位置好，很容易找到，而且离地铁站近,发表于2019-06-21,15.0,
5.0,房间干净整洁，服务人员态度很好，服务周到，有耐心，卫生间的卫生环境也很好，还有洗漱用品也很齐全，下次再来。,发表于2019-07-08,4726.0,337.0
5.0,男朋友生日给升级了房型 服务态度都特别的好 酒店干净卫生 交通便利,发表于2019-09-02,6.0,
5.0,这家的常客了，每次出差我都来，这家的老板人很好，房间收拾的又干净，设备齐全好用，我很满意，推荐,发表于2019-07-16,51.0,
5.0,酒店前台可可服务非常到位，贴心！,发表于2020-03-29,3.0,
5.0,位置好西西凡凡服务态度好加鸡腿,发表于2020-04-18,3.0,
5.0,第一次到重庆，计划先入住，看看情况。非常满意，续住了3天,发表于2019-11-26,2.0,
5.0,小刘小夕葵花服务特别好酒店位置闹中取静早餐特别好吃,发表于2019-11-19,4.0,
5.0,酒店服务特别好！服务特别周到！前台服务欢欢、太阳、葵花服务态度超好！体验超棒！推荐大家选这家酒店,发表于2019-09-07,4.0,
5.0,前台服务很热情，地处市中心性价比很高，提供免费停车,发表于2020-01-02,29.0,
5.0,高原太阳小刘服务好，酒店早餐非常好吃哦！大家可以试试,发表于2019-11-09,1.0,
5.0,酒店服务很好，也很干净，离地铁也近，高原和太阳服务很周到，满意,发表于2019-11-08,2.0,2.0
5.0,前台超级超级漂亮，送养乐多和水，态度非常好，领你去房间，非常的好，位置也超棒，，，，，，，性价比超高,发表于2019-09-13,9.0,
5.0,环境非常好，很惊喜，国庆期间还送了伴手礼，服务员高原服务很好，点赞�,发表于2019-10-08,2.0,
5.0,装修时尚，卫生，位置不是很方便，周边不繁华，距离解放碑有点远，装修时尚，卫生，位置不是很方便，周边不繁华，距离解放碑有点远,发表于2019-11-16,33.0,4.0
5.0,服务人员超热情，临走下雨还送了把伞，还送矿泉水，酒店装修很好！,发表于2019-10-04,1.0,
5.0,很惊喜很棒 设施都很好 酒店装修特别注重细节 比如桌角的软包设计 都很细心,发表于2019-09-13,13.0,5.0
5.0,小刘服务很好，前台有送酸奶和免费矿泉水,发表于2019-12-30,1.0,
5.0,西西小刘服务非常好 值得推荐 下次还会再来,发表于2019-12-28,5.0,9.0
5.0,酒店停车很方便 位置也好早 前台小王服务很周到 ,发表于2019-11-27,1.0,
5.0,酒店离地铁站很近，出行很方便。房间小清新，住的很舒服，以至于到了成都还有点小怀念这个房间。,发表于2019-07-16,2.0,
5.0,能看江景，虽然不多。周边吃饭还算方便，距离解放碑2站轻轨。前台葵花人美服务也热情,发表于2019-07-08,10.0,
5.0,房间宽敞干净，特别是前台的工作人员态度非常好，服务周到，物超所值,发表于2019-08-23,1.0,
5.0,早餐不错，不能加床，位子好离地铁站近，能停车。,发表于2020-01-18,15.0,
5.0,服务很满意，房间很干净，前台的叶子小姐姐很好,发表于2020-01-13,1.0,
5.0,环境很舒服，干净，装饰很清新。……前台的可可也很甜……,发表于2020-01-11,11.0,2.0
5.0,葵花 竹林 小刘 服务非常到位 住宿环境很棒 给免费升级了房间,发表于2019-09-21,1.0,
5.0,前台态度很很好，特别是凡凡和可可,发表于2020-04-11,3.0,2.0
5.0,高源，太阳葵花服务特别好(✪▽✪)很喜欢�早饮好吃(｢･ω･)｢嘿文艺的很,发表于2019-11-14,8.0,
5.0,高原可可很热情的服务位置好早餐不错,发表于2020-01-24,2.0,
5.0,服务态度是真的好（服务给99分害怕100分太骄傲），就是酒店被子有点硬其他的都不错�,发表于2019-09-02,5.0,
5.0,服务超级满意忘记拿衣服还发快递送回，酒店配套服务极其的好性价比极高,发表于2019-08-29,1.0,
5.0,小刘，高原服务好评，房间设施新，地点位置交通方便，打扫及时。,发表于2019-09-30,3.0,
5.0,小刘、高原服务非常热情❤️酒店环境相当舒适，来重庆一定要来住,发表于2019-09-28,1.0,
5.0,小刘态度很好 房间干净卫生 下次有朋友来也推荐这这里～,发表于2019-10-20,1.0,
5.0,体验非常好，前台美女帅哥都很热情，位置很方便，性价比很高,发表于2019-10-19,11.0,6.0
5.0,非常不错的酒店。性价比超高。而且服务超好。,发表于2020-01-19,9.0,4.0
5.0,位置很好，房间内要用的东西也比较齐全，挺干净的，床软软的，也比较舒服，综合起来还是相当不错的。,发表于2019-07-04,70.0,
5.0,酒店位置距离解放碑较近，适合带孩子出游，酒店前台服务周到热情。,发表于2019-09-16,1.0,
5.0,酒店环境很好，前台很热情，积极帮忙拿送行李，太阳。欢欢。很热心，下次还会光顾。,发表于2019-08-29,1.0,
5.0,已经是第二次入住了 服务依然很好 ，只要是卫生干净，新的酒店住着放心�,发表于2019-08-25,4.0,
5.0,酒店位置很好 离地铁站很近 酒店环境也很好 服务不错,发表于2019-12-25,2.0,
5.0,酒店环境不错，离地铁站近，行李管家很方便,发表于2019-12-14,29.0,10.0
5.0,酒店位置交通方便，服务态度很好，房间设计很漂亮，温馨舒适，离轻轨很近，走路几分钟就到了，，下次继续住,发表于2019-11-09,1.0,
5.0,细节很到位，房间床睡的很舒服，干湿分离，前台5星服务，小刘，高原给赞,发表于2019-09-06,8.0,1.0
5.0,地段，卫生好！服务态度特别好！特别是欢欢小妹为热情善良，让你宾至如归！！！,发表于2019-09-06,1.0,
4.8,早餐很好，能加床，适合带孩子，酒店位置很好，地铁站，公交站近，有停车场。,发表于2019-09-05,1.0,
5.0,这次出差订的酒店还挺满意的，喜欢这里的装修风格和房间的布置，出外工作交通也很便利,发表于2019-07-03,128.0,19.0
5.0,环境非常好 服务周到 门口就是轻轨站,发表于2020-01-12,2.0,
5.0,前台小刘服务很好酒店干净卫生位置很好,发表于2020-01-08,2.0,
5.0,可可态度很，房间面积还宽阔,发表于2020-04-20,15.0,1.0
5.0,停车位略少  前台叶子不错,发表于2020-04-17,1.0,
5.0,很棒的酒店,发表于2019-08-09,13.0,2.0
5.0,很完美的一次体验，环境好，卫生好，服务态度好，有机会会再次入住的。5星好评！,发表于2019-09-12,2.0,
5.0,酒店干净整洁，宝宝很喜欢这里！特别感谢欢欢，葵花，太阳的服务，很周到热情！,发表于2019-08-21,4.0,
5.0,酒店不错，西西和小刘服务态度非常好,发表于2020-01-22,57.0,
5.0,送酸奶，行李送到机场的服务都很完美,发表于2020-01-22,1.0,
5.0,乘地铁方便，酒店前台先生小姐服务周到，贴心。入住舒适，为重庆之行加分！,发表于2019-07-29,3.0,
5.0,前台小姐姐免费为我们的房间升级  肥肠nice 无论是房间环境还是风格都没的说  住就OK了,发表于2019-08-06,1.0,
5.0,谢谢前台帅哥美女：高源，太阳人好服务特别周到细致，强烈推荐这家店给大家,发表于2019-07-26,1.0,
5.0,酒店交通方便，干净卫生，服务热情，整体还算可以,发表于2019-11-13,3.0,
5.0,小刘，太阳，高原，服务好，早餐非常有艺术感，好吃！位置好,发表于2019-11-09,1.0,
5.0,酒店很贴心，点心很好吃。各种不错。,发表于2020-03-20,12.0,
5.0,环境优美，地理位置好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮！,发表于2019-06-29,6.0,
5.0,西西、高原两位美女服务特别好，酒店舒适！,发表于2020-01-04,7.0,5.0
5.0,环境不错，卫生好，出行方便，只是洗衣房和餐厅没到位，应该马上好， 下次还选来住,发表于2019-07-10,1.0,
5.0,性价比特别高价钱比较合理，其他方面也很不错，还是很满意，很满意的，一次特别愉快的入住体验吧！。。。。,发表于2019-07-14,75.0,3.0
5.0,西西、欣欣小姐姐好热情，态度挺好的,发表于2020-04-10,2.0,
5.0,前台服务非常棒，酒店设施很新，交通便利，很棒的住宿体验,发表于2019-10-14,2.0,
5.0,市中心，近解放碑，洪崖洞等景点，出行方便，服务超级热情，十分推荐。,发表于2019-08-15,28.0,2.0
5.0,价位实惠 最主要的是服务员服务非常贴心 这个必须得点个赞,发表于2019-10-04,15.0,
5.0,环境服务很好！小刘待人真诚热情，赞�,发表于2020-01-20,2.0,
4.5,床头的卫生纸盒子没有卫生纸，排气扇噪音，服务很好。,发表于2019-11-16,19.0,
5.0,高原，小刘，太阳�服务好，位置超级好，房间干净漂亮,发表于2019-11-15,1.0,
5.0,很好！前台新来的那个小姐姐和男经理都特别好！,发表于2019-12-01,6.0,2.0
5.0,非常不错的酒店。位置很不错。出地铁站就到了,发表于2019-12-23,11.0,
5.0,特别好 离地铁站近 安静 感谢月牙和小尧,发表于2019-12-18,3.0,
5.0,酒店非常舒服，服务人员小刘，小王很热情，耐心,发表于2019-12-12,1.0,
5.0,不错的酒店，地理位置不错，去洪崖洞解放碑都不远，轻轨2号线就在旁边（不过住了两天都没去坐过）。酒店独门独户，一整栋楼都是来住，这在重庆还是蛮难得的。一楼有水果自动贩卖机，物美价廉。屋内的设施都还不错，有智能马桶和带光源的大镜子，但是没有一张合适桌子可以办公稍微遗憾，如果是出差人士会觉得有些不方便。床垫，羽绒被都很舒适，如果能选配乳胶枕就完美了。服务这块很有宾至如归的感觉，前台免费给升级了房间，屋里就能看到江景。这里感谢小汐小刘和葵花同学，服务热情周到，半夜两点让送条浴巾，客房服务员一会就送来了，态度很好。另外小汐同学还帮我找回了遗失的纪念币，非常感谢！总之是很不错的一次体验，也希望能够保持下去，下次来重庆还住这。,发表于2019-11-25,8.0,7.0
5.0,不错的酒店，地理位置不错，去洪崖洞解放碑都不远，轻轨2号线就在旁边（不过住了两天都没去坐过）。酒店独门独户，一整栋楼都是来住，这在重庆还是蛮难得的。一楼有水果自动贩卖机，物美价廉。屋内的设施都还不错，有智能马桶和带光源的大镜子，但是没有一张合适桌子可以办公稍微遗憾，如果是出差人士会觉得有些不方便。床垫，羽绒被都很舒适，如果能选配乳胶枕就完美了。服务这块很有宾至如归的感觉，前台免费给升级了房间，屋里就能看到江景。这里感谢小汐小刘和葵花同学，服务热情周到，半夜两点让送条浴巾，客房服务员一会就送来了，态度很好。另外小汐同学还帮我找回了遗失的纪念币，非常感谢！总之是很不错的一次体验，也希望能够保持下去，下次来重庆还住着。,发表于2019-11-25,8.0,7.0
5.0,酒店环境非常好 服务员态度也很好 并且性价比非常高 下次还会再来！！！,发表于2019-08-25,1.0,
4.3,位置不错，交通方便，服务很好，但是新装修的房间还是有味道,发表于2019-11-25,21.0,6.0
5.0,服务热情！环境舒适！性价比高！迷你房免费升级！入住比较满意！,发表于2019-09-14,8.0,4.0
5.0,环境巨好，小汐小姐姐和太阳小哥哥服务都超赞的！快来住呀！,发表于2019-10-23,1.0,
5.0,小刘竹林服务很不错酒店干净卫生地理位置也好,发表于2019-10-19,9.0,2.0
5.0,前台小刘叶子服务很好房间干净卫生,发表于2019-12-28,1.0,
5.0,酒店真心不错，位置真好，中心地带，景色真心，房间干净整洁，布置的漂亮，设施齐全，非常满意！,发表于2019-06-26,140.0,12.0
5.0,服务很不错，环境也不错。 服务员小汐、太阳、小刘和欢欢态度都特别好。,发表于2019-10-01,2.0,
5.0,酒店服务特别好，环境也很好，这个月又去住了，非常满意特别感谢太阳小伙的照顾,发表于2019-09-06,7.0,
5.0,交通便利，干净卫生，服务热情，前台小姐姐欢欢和小哥哥太阳�超级暖心,发表于2019-09-03,3.0,
5.0,前台都很不错小刘葵花太阳都很好。下次来还会住在这里。  早餐很好吃,发表于2019-08-31,3.0,
5.0,酒店环境很好 西西人很好哦 行李管家很方便,发表于2020-01-10,7.0,1.0
5.0,房间很舒适，前台服务很好，给太阳 竹林 高原点赞。,发表于2019-11-11,3.0,
5.0,各方面都是完美了。下次来重庆还会选择这家。,发表于2019-11-10,6.0,3.0
5.0,前台服务热情 感谢葵花 小刘，房间干净舒适,发表于2019-11-26,3.0,
5.0,服务员，服务周到，尤其可可、西西,发表于2020-04-27,1.0,
5.0,可可服务很好哦,发表于2020-04-27,1.0,
5.0,前台态度很好哟，可可和西西很有礼貌,发表于2020-04-27,4.0,
5.0,房间很干净，装修简单大方，交通方便，管家西西服务态度很好！,发表于2020-04-27,4.0,
5.0,隔音效果很好！酒店位置靠近江边，还有停车场！旁边就有轻轨道，一开始我还以为会很吵，没想到住进去了超乎我的想象！超级安静！给可可点个赞！她是我见过所有的管家最可爱和贴心的了！下次再来重庆一定还会入住！,发表于2020-04-27,2.0,
5.0,很好的入住体验 前台的小刘小倩和凡凡都特别热情,发表于2020-04-27,13.0,
5.0,前台可可态度很好哟,发表于2020-04-27,15.0,6.0
5.0,若是加一双凉拖鞋就好了,发表于2020-04-26,1.0,
5.0,环境卫生都不错，消毒工作做得到位，服务很热情周到，房间跟我在网上图片看到的一样 ，疫情期间安全第一，这家店可以放心入住，非常好。,发表于2020-04-26,1.0,
5.0,"酒店的可可，西西，小刘都热情有礼；而且交通便利, 在居民区，走几步就是嘉陵江，地铁站，沃尔玛，人民大礼堂，三峡博物馆是个宝藏，其他景点集中度很高，来住酒店是休闲周末出行的佳选。",发表于2020-04-27,9.0,10.0
5.0,酒店位置很好。靠近轻轨站，房间都很干净，前台服务态度很好，感谢可可和西西,发表于2020-04-27,4.0,
5.0,房间很干净，装修简单大方，交通方便，管家西西服务态度很好！,发表于2020-04-27,4.0,
5.0,酒店卫生打扫干净，前台可可态度还好,发表于2020-04-27,15.0,6.0
5.0,还不错，酒店比较新，就是停车场要收费，不过价格还是很便宜，前台西西服务态度特别好，点个赞。,发表于2020-04-26,5.0,
5.0,环境不错，干净卫生，服务态度也是不错的，前台西西小姐姐漂亮可爱,发表于2020-04-26,2.0,
5.0,凡凡西西服务很周到，交通便利，特别满意，加鸡腿,发表于2020-04-27,15.0,6.0
5.0,住的挺舒服的，美中不足的是窗户有点小，服务态度很好，窗户真的好小嘛,发表于2020-04-26,1.0,1.0
5.0,酒店很好，可可，小刘，小倩服务很好！,发表于2020-04-25,109.0,
5.0,位置好！前台小汐和太阳服务态度很好，下次去还住！,发表于2019-10-29,32.0,
5.0,很好，位置离地铁口很近特别方便，酒店新开业环境特别好。,发表于2019-10-27,3.0,
5.0,交通便利。叶子和小王服务热情。人漂亮,发表于2019-12-24,2.0,
5.0,高原，可可，小刘服务很周到，很细心很热情,发表于2020-01-24,6.0,
5.0,非常好的房间 叶子服务很热情哦,发表于2020-01-23,2.0,
5.0,服务态度特别好，尤其是小倪，竹林，葵花！酒店设施及管理充满细节感！,发表于2019-07-26,2.0,
5.0,酒店很棒，智能化成都很高，前台的接待更是没话说，贴心，下次还会再来。,发表于2019-07-29,7.0,
5.0,酒店很好，服务很耐心，还给免费升级了房型，房间入住很舒适,发表于2019-09-28,1.0,
5.0,服务非常到位，个人认为无可挑剔，大堂还有零食，位置离地铁非常近。,发表于2019-08-31,31.0,10.0
5.0,酒店服务真的很好，五星级酒店也就这样了，主动帮我送行李上楼。,发表于2019-08-25,3.0,
5.0,环境很好 服务也很好 感谢葵花和竹林的热情服务，行李管家很方便,发表于2019-09-11,5.0,3.0
5.0,小刘高原服务特别好酒店位置特别好不管什么都很好,发表于2019-11-03,1.0,
5.0,酒店很好，前台太阳，葵花很贴心，行李管家很方便！,发表于2019-11-16,2.0,7.0
5.0,地理位置方便，前台人员服务很好，房间干净，设施齐全 使用舒适. 入住体验非常好.. 会再来的,发表于2019-11-22,1.0,
5.0,很喜欢�房间漂亮，高原葵花小刘太阳很棒哦！会再来,发表于2019-10-22,1.0,
5.0,很合适旅游住宿。但离解放碑要坐2号线2站路。不过地铁就在酒店5分钟路程。,发表于2019-07-12,5.0,
5.0,酒店非常好，推荐，拍照非常好看,发表于2019-08-04,8.0,7.0
5.0,酒店位置方便前台小刘服务很好,发表于2020-01-20,3.0,
5.0,前台叶子、竹林服务态度很好！贴心！,发表于2020-01-19,1.0,
5.0,酒店位置很好，服务也很好，小刘，可可小姐姐很棒。,发表于2020-01-14,1.0,
5.0,前台很温柔，服务很贴心，房间很干净，地理位置好，堪比五星,发表于2019-09-22,6.0,
5.0,服务特别好，前台葵花和竹林！！！环境也好，也很方便！行李管家特别方便！！,发表于2019-09-21,1.0,
5.0,听朋友说，交通很方便，环境特别美，特别高大上，卫生也很干净，设施很齐全，值得推荐！,发表于2019-07-01,5.0,
5.0,酒店位置很好，出行方便，干净卫生，服务热情。替父母预定的，酒店很贴心，替老人升级了房间，他们很满意。,发表于2019-11-11,15.0,
5.0,酒店位置好西西服务态度好,发表于2020-04-11,1.0,
5.0,小刘前台还是很好的哈哈哈,发表于2020-04-09,1.0,
5.0,老婆孩子住的，非常满意。,发表于2020-04-08,6.0,
5.0,酒店環境非常好，櫃台小劉小汐人很nice，重慶最喜歡的酒店！,发表于2019-10-14,2.0,
5.0,前台两位小姐姐（高原，葵花）人很好，服务很周到,发表于2019-11-21,5.0,
5.0,应为住的很好又加订了一天，早餐在酒店吃的，应为要赶车图方便。这里离轻轨站很近只需几分钟，附近公交车也挺近，去解放碑，李子坝也就几站。酒店干净，卫生，晚上也清净,发表于2019-10-30,2.0,7.0
5.0,酒店位置很好，出门就是地铁站，服务热情，下次来重庆还会考虑！,发表于2019-08-01,6.0,
5.0,服务态度特别好，免费帮我升级了房间，装修的也很有格调。,发表于2019-08-26,1.0,
5.0,高原，小刘，太阳，葵花，服务很好，矿泉水无限畅饮，很不错�,发表于2019-09-27,3.0,
5.0,酒店环境特别好！前台和服务员（太阳，欢欢，小汐）服务态度也很好！,发表于2019-09-16,1.0,
5.0,住了这么多次酒店 这个酒店是服务最好的 而且性价比很高,发表于2019-09-13,3.0,
5.0,感觉不错的，前台的服务态度非常好，各方面都令我满意。,发表于2019-09-12,5.0,
5.0,小孩子很喜欢，高原竹林小刘不错，早餐不错,发表于2019-12-20,2.0,
5.0,地理位置很好 服务很周到、早餐很好吃 小汐,发表于2019-12-20,1.0,
5.0,酒的交通位置特别好的，特别方便，周围的环境特别好，服务态度很满意的房间特别干净，卫生的房间，特别喜欢的,发表于2019-06-21,87.0,25.0
5.0,位置很好，环境不错，房间整洁干净。就是停车位不多,发表于2019-12-15,72.0,8.0
5.0,真心非常好，会继续选择。考试之前每周报道哈哈哈,发表于2019-10-22,13.0,
5.0,可可和小刘服务态度很好,发表于2020-04-25,6.0,
5.0,酒店位置去哪里都方便，酒店硬件与服务都很好。,发表于2019-11-19,4.0,
5.0,酒店位置很好小刘太阳服务特别好，早餐特别特别特别好吃,发表于2019-11-18,5.0,
5.0,服务很好，交通方便，行李管家送行李很方便,发表于2020-01-23,13.0,2.0
5.0,雅致标间带一榻榻米，亲子行孩子睡没问题。位置好，轻轨站500米，出行特方便,发表于2019-07-25,4.0,
5.0,酒店很漂亮，位置也特别方便，房间舒适，格调温馨，真的很喜欢！！！,发表于2019-08-29,3.0,
5.0,服务杠杠的，房间很干净，前台小姐姐美美的，入住时还准备了养乐多,发表于2019-08-17,2.0,
5.0,感觉非常棒，特别是竹林，葵花两往前台热情周到，感谢！,发表于2019-09-21,14.0,3.0
5.0,服务态度非常好，非常周到，房间免费升级，下次还住这里,发表于2019-09-21,4.0,
5.0,很棒哦！我们一家人出行，这家酒店北欧风格简约时尚，环境卫生一级棒，离2号线地铁口三分钟，到解放碑2站！前台高原、葵花、王灿三位前台很热情，帮拿行李、递水！,发表于2019-08-29,11.0,47.0
5.0,性价比很高，酒店服务也很好，超预期，满意,发表于2019-12-04,2.0,
5.0,怎么说呢，服务好，价格可以，位置还行，目前来说，住过最满意的酒店，希望继续保持,发表于2019-12-04,3.0,
5.0,服务热情 超级棒 特别人性化体贴客户,发表于2019-12-03,1.0,
5.0,位置好方便卫生高原小姐姐很好早餐不错,发表于2019-11-28,11.0,
5.0,细节 服务 环境 都很满意 还会有小惊喜,发表于2019-11-27,2.0,
5.0,前台早餐好吃酒店卫生很好，前台小刘很棒,发表于2020-01-08,1.0,
5.0,葵花，高原，前台这两位美女服务非常棒，酒店设施也很好。,发表于2019-08-22,2.0,
5.0,前台接待特别热情！！房间很干净！如果再来重庆，一定选来住！,发表于2019-08-21,1.0,
5.0,太阳 小刘 竹林 小艺 服务周到 性价比高,发表于2019-12-11,3.0,
5.0,高元葵花小刘服务好哦……很喜欢�酒店漂亮，位置好,发表于2019-10-15,2.0,
5.0,酒店比较温馨 设施齐备 出行方便 离地铁口近,发表于2019-10-09,1.0,
5.0,服务不错，交通还可以,发表于2020-04-24,2.0,
5.0,凡凡、小刘服务很好，点赞�,发表于2020-04-22,2.0,
5.0,放间好，早餐很不错美味味道没得说，小刘服务很好,发表于2019-10-25,3.0,
4.8,酒店环境不错，服务不错，离地铁口很近，免费停车,发表于2019-10-23,1.0,
5.0,有的房间是大窗户，有的不是，记得提前选，其他挺好的,发表于2019-10-22,1.0,
5.0,酒店环境很好，前台小姐姐很耐心的讲解路线特别暖心。,发表于2019-09-26,10.0,3.0
5.0,环境不错 服务态度很棒 细节做的很到位 性价比高,发表于2019-09-25,2.0,
5.0,很好，服务极好，欢迎饮料是酸奶，出行也方便,发表于2019-11-09,7.0,1.0
5.0,房间漂亮，早餐很好吃，高原服务好，位置棒棒哒,发表于2019-11-11,5.0,
5.0,小刘高原叶子服务很好酒店很棒��������������������������,发表于2020-01-21,1.0,
5.0,房间很舒服，服务很好，特别是西西，很热情！,发表于2020-01-20,2.0,
5.0,高原，竹林热情服务很棒哦加油,发表于2020-01-19,3.0,
5.0,住宿很舒适，行李管家安排也很好,发表于2020-01-18,1.0,
5.0,酒店环境不错 行李管家很方便,发表于2020-01-21,4.0,
5.0,五星好评，服务非常好，性价比超高！,发表于2020-01-18,4.0,
5.0,前台叶子态度很好，服务意识强,发表于2020-01-16,38.0,1.0
5.0,服务周到，房间环境可以，挺有情调，对于我们三人来说相当合适,发表于2019-07-21,4.0,
5.0,酒店房间非常好�前台服务也好，携程行李管家也很耐心很nice！,发表于2019-09-12,1.0,
5.0,很好，葵花，小王，小刘的态度非常好，有家的感觉。,发表于2019-11-25,1.0,
5.0,房间不错，离地铁站也近。小刘服务很好,发表于2019-11-20,1.0,
5.0,服务特别好  卫生干净  下次来重庆还要来,发表于2019-11-20,5.0,
5.0,酒店卫生干净，前台小刘服务很好,发表于2019-12-27,1.0,
5.0,环境优美，房间舒适卫生，服务人员很热情，性价比不错， 下次还要入住!,发表于2019-07-01,95.0,34.0
5.0,服务很好，很亲切，高原小姐姐很贴心，免费把房间升级了，服务真的很好,发表于2019-09-02,1.0,
5.0,从来不写点评，但这家酒店真的让我喜欢，环境、装修风格、服务态度都很赞，一家四口，两间房，住了两天，离地铁站很近，出行非常方便！,发表于2019-08-22,9.0,28.0
5.0,服务员们都特别贴心 特别愿意帮忙！ 环境也好 强力推荐！ 特别感谢经理小倪！,发表于2019-07-05,1.0,
5.0,交通方便，地理位置比较好找，导航一输入就找到了，其他方面也很不错。,发表于2019-07-04,29.0,
5.0,酒店位置很好找        夜景很好看    酒店前台服务态度很棒      特别暖心        满意,发表于2019-08-14,4.0,
5.0,总体服务很好，高原，太阳服务到位，耐心周到…,发表于2019-12-04,2.0,
